title,et,session,jump_pct,res_pct,pred,instrument,ride_outcome,ride_exit_s,ride_pnl_usd,ride_net_stressed_usd,cdir_accel_bands,vdir_accel_bands,cdir_accel_osc,vdir_accel_osc,cdir_ad_line,vdir_ad_line,cdir_adx,vdir_adx,cdir_alligator,vdir_alligator,cdir_alma,vdir_alma,cdir_anchored_vwap,vdir_anchored_vwap,cdir_apo,vdir_apo,cdir_aroon,vdir_aroon,cdir_aroon_osc,vdir_aroon_osc,cdir_asi,vdir_asi,cdir_atr_norm,vdir_atr_norm,cdir_autocorr,vdir_autocorr,cdir_awesome_osc,vdir_awesome_osc,cdir_balance_of_power,vdir_balance_of_power,cdir_bandpass,vdir_bandpass,cdir_bbi,vdir_bbi,cdir_bias,vdir_bias,cdir_bollinger,vdir_bollinger,cdir_breaker,vdir_breaker,cdir_bw_mfi,vdir_bw_mfi,cdir_cci,vdir_cci,cdir_center_of_gravity,vdir_center_of_gravity,cdir_chaikin_osc,vdir_chaikin_osc,cdir_chaikin_vol,vdir_chaikin_vol,cdir_chande_kroll,vdir_chande_kroll,cdir_chandelier,vdir_chandelier,cdir_choppiness,vdir_choppiness,cdir_cisd,vdir_cisd,cdir_cmf,vdir_cmf,cdir_cmo,vdir_cmo,cdir_cmo_chande_dmi,vdir_cmo_chande_dmi,cdir_cointegration,vdir_cointegration,cdir_coppock,vdir_coppock,cdir_cpr,vdir_cpr,cdir_cyber_cycle,vdir_cyber_cycle,cdir_dema,vdir_dema,cdir_demand_index,vdir_demand_index,cdir_demarker,vdir_demarker,cdir_derivative_osc,vdir_derivative_osc,cdir_dfa,vdir_dfa,cdir_di_cross,vdir_di_cross,cdir_disparity,vdir_disparity,cdir_dma,vdir_dma,cdir_donchian,vdir_donchian,cdir_dpo,vdir_dpo,cdir_efficiency_ratio,vdir_efficiency_ratio,cdir_elder_impulse,vdir_elder_impulse,cdir_elder_ray,vdir_elder_ray,cdir_elliott_wave_osc,vdir_elliott_wave_osc,cdir_ema_trend,vdir_ema_trend,cdir_emd,vdir_emd,cdir_eom,vdir_eom,cdir_ergodic_osc,vdir_ergodic_osc,cdir_evwma,vdir_evwma,cdir_expma,vdir_expma,cdir_fisher,vdir_fisher,cdir_force_index,vdir_force_index,cdir_fractals,vdir_fractals,cdir_frama,vdir_frama,cdir_fvg,vdir_fvg,cdir_garch_ewma,vdir_garch_ewma,cdir_garman_klass,vdir_garman_klass,cdir_gator,vdir_gator,cdir_gmma,vdir_gmma,cdir_hilbert_cycle,vdir_hilbert_cycle,cdir_hist_vol,vdir_hist_vol,cdir_hma,vdir_hma,cdir_hurst_exp,vdir_hurst_exp,cdir_ichimoku_chikou,vdir_ichimoku_chikou,cdir_ichimoku_cloud,vdir_ichimoku_cloud,cdir_ichimoku_tk_cross,vdir_ichimoku_tk_cross,cdir_ifvg,vdir_ifvg,cdir_jma,vdir_jma,cdir_kalman,vdir_kalman,cdir_kama,vdir_kama,cdir_kdj,vdir_kdj,cdir_keltner,vdir_keltner,cdir_klinger,vdir_klinger,cdir_kst,vdir_kst,cdir_laguerre_rsi,vdir_laguerre_rsi,cdir_linreg_channel,vdir_linreg_channel,cdir_linreg_r2,vdir_linreg_r2,cdir_linreg_slope,vdir_linreg_slope,cdir_lsma,vdir_lsma,cdir_ma_displaced,vdir_ma_displaced,cdir_ma_envelope,vdir_ma_envelope,cdir_macd,vdir_macd,cdir_mama_fama,vdir_mama_fama,cdir_mass_index,vdir_mass_index,cdir_mcginley,vdir_mcginley,cdir_mfi,vdir_mfi,cdir_momentum,vdir_momentum,cdir_nvi,vdir_nvi,cdir_obv,vdir_obv,cdir_order_block,vdir_order_block,cdir_ou_halflife,vdir_ou_halflife,cdir_parkinson,vdir_parkinson,cdir_pca_factor,vdir_pca_factor,cdir_pgo,vdir_pgo,cdir_pivot_camarilla,vdir_pivot_camarilla,cdir_pivot_demark,vdir_pivot_demark,cdir_pivot_fib,vdir_pivot_fib,cdir_pivot_floor,vdir_pivot_floor,cdir_pivot_woodie,vdir_pivot_woodie,cdir_ppo,vdir_ppo,cdir_proj_bands,vdir_proj_bands,cdir_psar,vdir_psar,cdir_psy,vdir_psy,cdir_pvi,vdir_pvi,cdir_pvt,vdir_pvt,cdir_qqe,vdir_qqe,cdir_rma,vdir_rma,cdir_rmi,vdir_rmi,cdir_roc,vdir_roc,cdir_rogers_satchell,vdir_rogers_satchell,cdir_rolling_beta,vdir_rolling_beta,cdir_rolling_corr,vdir_rolling_corr,cdir_roofing,vdir_roofing,cdir_rsi,vdir_rsi,cdir_rsi_connors,vdir_rsi_connors,cdir_rsi_cutler,vdir_rsi_cutler,cdir_rvgi,vdir_rvgi,cdir_rvi_dorsey,vdir_rvi_dorsey,cdir_schaff_trend_cycle,vdir_schaff_trend_cycle,cdir_sine_wma,vdir_sine_wma,cdir_sinewave,vdir_sinewave,cdir_sma_trend,vdir_sma_trend,cdir_smi,vdir_smi,cdir_starc,vdir_starc,cdir_stddev,vdir_stddev,cdir_stoch_rsi,vdir_stoch_rsi,cdir_stochastic,vdir_stochastic,cdir_structure_trend,vdir_structure_trend,cdir_super_smoother,vdir_super_smoother,cdir_supertrend,vdir_supertrend,cdir_t3,vdir_t3,cdir_td_combo,vdir_td_combo,cdir_td_rei,vdir_td_rei,cdir_td_sequential,vdir_td_sequential,cdir_tema,vdir_tema,cdir_tma,vdir_tma,cdir_trend_intensity,vdir_trend_intensity,cdir_trix,vdir_trix,cdir_tsi,vdir_tsi,cdir_ttm_squeeze,vdir_ttm_squeeze,cdir_tvi,vdir_tvi,cdir_twiggs_mf,vdir_twiggs_mf,cdir_ulcer,vdir_ulcer,cdir_ultimate_osc,vdir_ultimate_osc,cdir_vidya,vdir_vidya,cdir_vol_osc,vdir_vol_osc,cdir_vol_ratio,vdir_vol_ratio,cdir_volume_ratio_asia,vdir_volume_ratio_asia,cdir_vortex,vdir_vortex,cdir_vwap,vdir_vwap,cdir_vwma,vdir_vwma,cdir_vzo,vdir_vzo,cdir_wavetrend,vdir_wavetrend,cdir_williams_r,vdir_williams_r,cdir_wma,vdir_wma,cdir_wvad,vdir_wvad,cdir_yang_zhang,vdir_yang_zhang,cdir_zlema,vdir_zlema,cdir_zscore,vdir_zscore
AMZN,2024-10-31 16:13:57,AMC,0.03916619522172418,0.11315171033162155,0.022848438690022847,ES,stopped_post,458.0,-287.5,-340.0,0,0,1,-1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,1,-1,0,0,0,2,-1,1,0,0,1,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,-1,0,1,0,0,0,0,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,1,-1,0,2,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,0,0,0,0,-1,1,0,0,-1,1,-1,0,-1,1,-1,1,0,2,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,1,-1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,0,0,-1,1,0,0,0,0,-1,1,1,-1,-1,1,-1,1,0,0,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,0,0,1,-1,-1,1,-1,1,0,0,-1,1,-1,1,1,-1,-1,1,-1,1,0,0,0,0,-1,1
AAPL,2024-10-31 16:30:25,AMC,0.0043491497412255905,0.1913792353529642,0.07889665091558418,ES,stopped_pre,-25.0,-287.3250000000098,-339.8250000000098,0,0,1,-1,1,-1,-1,0,-1,1,1,-1,-1,1,-1,1,0,0,1,-1,1,-1,0,0,0,2,-1,1,0,0,1,-1,1,-1,1,-1,0,0,0,0,1,-1,0,0,-1,1,-1,1,0,2,0,-1,0,0,0,2,0,0,-1,1,1,-1,1,-1,0,0,-1,1,-1,1,1,-1,0,0,-1,1,-1,1,1,-1,0,0,-1,1,1,-1,1,-1,1,-1,-1,1,0,0,1,-1,1,-1,-1,1,0,0,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,0,0,1,-1,1,-1,0,0,0,2,-1,1,-1,1,0,0,0,2,1,-1,0,0,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,-1,1,1,-1,-1,1,1,0,1,-1,-1,1,0,0,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,0,0,2,0,0,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,0,0,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,0,2,0,0,0,0,1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,0,0,0,2,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,0,0,1,-1,0,0,1,-1,0,0,1,-1,1,-1,1,-1,0,2,-1,1,-1,1,0,2,1,-1,-1,1,-1,1,0,2,1,-1,-1,1,-1,1,0,0,-1,1,-1,1,1,-1,0,0,-1,1,0,2,1,-1,1,-1
NVDA,2024-11-20 16:21:20,AMC,0.03800354699771979,0.14358108108108109,0.03415300546448088,ES,stopped_pre,-66.0,-297.0499999999902,-349.5499999999902,0,0,-1,1,1,-1,0,2,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,0,0,0,2,1,-1,0,0,-1,1,1,-1,1,-1,0,0,1,-1,0,0,0,0,-1,1,1,-1,0,2,0,-1,0,-1,0,2,0,0,1,-1,-1,1,1,-1,0,0,1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,0,0,1,-1,-1,1,-1,1,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,0,0,0,-1,1,-1,1,1,-1,1,0,-1,1,1,-1,0,0,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,-1,1,0,0,1,-1,0,0,1,-1,1,-1,-1,1,0,0,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,0,0,0,0,0,0,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,0,0,0,2,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,0,0,1,-1,0,0,-1,1,1,-1,-1,1,-1,1,-1,1,0,0,1,-1,1,-1,0,0,1,-1,1,-1,-1,1,0,2,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,0,0,-1,1,1,-1
AVGO,2024-12-12 16:23:06,AMC,0.0,0.037114932574539156,0.01848528913943575,ES,timed,900.0,-25.0,-77.5,0,0,1,-1,-1,1,1,0,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,0,0,0,2,-1,1,0,0,1,-1,1,-1,1,-1,0,0,1,-1,-1,1,0,0,1,-1,-1,1,0,0,0,-1,0,0,0,0,0,0,-1,1,1,-1,1,-1,0,0,-1,1,-1,1,1,-1,0,0,-1,1,1,-1,1,-1,0,2,1,-1,1,-1,1,-1,1,-1,-1,1,0,0,1,-1,0,0,-1,1,0,0,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,-1,0,2,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,0,0,0,2,1,-1,1,-1,1,-1,1,0,1,-1,-1,1,0,0,1,-1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,0,0,-1,1,-1,1,1,-1,0,0,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,0,0,0,2,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,0,0,-1,1,0,0,1,-1,0,0,1,-1,1,-1,1,-1,0,0,-1,1,-1,1,0,2,1,-1,-1,1,-1,1,0,0,1,-1,1,-1,-1,1,0,0,1,-1,-1,1,1,-1,0,0,-1,1,0,0,1,-1,1,-1
MU,2024-12-18 16:00:20,AMC,0.0,0.09260428505282654,0.02461841457410143,ES,stopped_pre,-283.0,-298.4875000000102,-350.9875000000102,0,0,1,-1,1,-1,-1,0,-1,1,1,-1,-1,1,-1,1,0,0,-1,1,1,-1,0,0,0,0,-1,1,0,0,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,-1,0,-1,0,0,1,-1,-1,1,1,-1,-1,1,0,0,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,0,0,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,-1,0,0,-1,1,-1,1,-1,1,0,0,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,0,0,0,2,1,-1,1,-1,1,-1,1,0,1,-1,-1,1,0,0,1,-1,1,-1,1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,0,0,1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,0,0,0,0,0,0,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,0,0,0,0,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,0,0,-1,1,0,0,1,-1,0,0,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,0,2,1,-1,1,-1,1,-1,0,0,-1,1,1,-1,-1,1,0,0,1,-1,-1,1,-1,1,0,0,-1,1,0,0,1,-1,1,-1
NFLX,2025-01-21 16:02:20,AMC,0.02051955513604465,0.06566527127965197,0.011029006286533584,ES,timed,894.0,75.0,22.5,0,0,1,-1,1,-1,0,2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,2,1,-1,0,0,1,-1,1,-1,1,-1,0,1,1,-1,0,0,1,-1,1,-1,1,-1,0,0,0,-1,0,-1,0,0,1,-1,1,-1,1,-1,-1,1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,0,0,0,0,1,-1,1,-1,0,0,0,0,1,-1,0,2,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,1,-1,1,-1,1,-1,1,0,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,0,0,-1,1,0,0,1,-1,1,-1,-1,1,1,-1,1,-1,0,0,1,-1,1,-1,0,2,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,0,0,1,-1,-1,1
MSFT,2025-01-29 16:08:56,AMC,0.03715630418627694,0.31377730068948434,0.03410059676044331,ES,stopped_pre,-209.0,-302.8374999999869,-355.3374999999869,0,0,-1,1,-1,1,0,2,0,0,-1,1,-1,1,-1,1,0,0,-1,1,1,-1,0,0,0,0,-1,1,0,0,-1,1,-1,1,-1,1,0,0,1,-1,0,0,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,2,-1,1,-1,1,0,0,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,0,0,0,0,0,0,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,0,0,0,0,0,0,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,0,0,0,0,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,1,-1,0,0,-1,1,-1,1,1,-1,-1,1,-1,1,0,2,-1,1,-1,1,0,0,-1,1,-1,1,1,-1,0,0,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1
TSLA,2025-01-29 16:09:13,AMC,0.02888742159128425,0.25999752383310637,0.012408487405385284,ES,stopped_pre,-239.0,-302.87499999999454,-355.37499999999454,0,0,-1,1,-1,1,0,2,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,0,0,0,0,-1,1,0,0,-1,1,-1,1,-1,1,0,-1,1,-1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,1,0,0,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,0,0,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,-1,1,0,2,-1,1,-1,1,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,0,0,0,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,0,0,-1,1,0,0,0,0,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,1,-1,0,0,-1,1,-1,1,1,-1,-1,1,-1,1,0,0,-1,1,-1,1,0,0,-1,1,-1,1,1,-1,0,0,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,1,-1
META,2025-01-29 16:47:14,AMC,0.02469339040250226,0.09877356161000904,0.02911822591302215,ES,timed,765.0,175.0,122.5,0,0,-1,1,1,-1,0,2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,1,-1,0,0,-1,1,1,-1,1,-1,0,0,1,-1,0,0,0,0,-1,1,1,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,-1,1,-1,1,0,0,1,-1,0,0,-1,1,0,0,-1,1,-1,1,-1,1,0,0,-1,1,1,-1,-1,1,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,0,0,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,0,0,0,2,-1,1,0,0,1,-1,1,0,-1,1,1,-1,0,0,1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,1,-1,-1,1,-1,1,0,0,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,0,0,0,0,0,0,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,0,0,-1,1,1,-1,1,-1,0,0,0,2,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,0,0,1,-1,0,0,0,0,0,0,-1,1,-1,1,-1,1,0,2,-1,1,1,-1,0,2,1,-1,1,-1,1,-1,0,0,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,0,0,-1,1,1,-1
INTC,2025-01-30 16:13:45,AMC,0.004100545372534547,0.020502726862672734,0.02102506570567552,ES,stopped_pre,-129.0,-305.08749999999054,-357.58749999999054,0,0,1,-1,1,-1,0,2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,1,-1,0,0,-1,1,1,-1,1,-1,0,0,0,0,1,-1,0,0,1,-1,1,-1,0,2,0,-1,0,-1,0,0,1,-1,1,-1,1,-1,-1,1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,-1,0,0,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,0,0,0,0,1,-1,0,0,1,-1,1,0,1,-1,1,-1,0,0,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,0,0,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,0,0,0,2,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,0,0,-1,1,0,0,0,0,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,0,2,-1,1,1,-1,-1,1,0,2,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,0,0,1,-1,1,-1
AAPL,2025-01-30 16:30:23,AMC,0.028707349081364828,0.03280705351650605,0.07387508394895903,ES,stopped_pre,-23.0,-304.7875000000204,-357.2875000000204,0,0,-1,1,-1,1,0,2,-1,1,-1,1,1,-1,-1,1,0,0,-1,1,-1,1,0,2,0,0,-1,1,0,0,1,-1,-1,1,-1,1,0,0,0,0,-1,1,0,0,-1,1,-1,1,0,2,0,-1,0,0,0,0,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,1,-1,-1,1,0,0,1,-1,1,-1,-1,1,0,0,-1,1,-1,1,1,-1,-1,1,-1,1,0,0,0,0,0,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,0,0,-1,1,0,0,0,0,0,2,0,0,-1,1,0,0,0,2,-1,1,0,0,-1,1,1,-1,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,0,0,0,0,1,-1,0,0,-1,1,-1,0,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,0,0,0,2,0,0,-1,1,0,0,1,-1,0,0,1,-1,1,-1,-1,1,0,0,-1,1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,2,0,0,0,0,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,0,0,-1,1,0,0,-1,1,0,0,0,2,1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,0,0,1,-1,0,0,0,0,0,0,1,-1,-1,1,-1,1,0,0,-1,1,-1,1,0,2,-1,1,-1,1,-1,1,0,2,-1,1,-1,1,1,-1,0,0,1,-1,-1,1,1,-1,-1,1,-1,1,0,2,-1,1,-1,1
GOOGL,2025-02-04 16:01:27,AMC,0.12782450931881906,0.16080484888467406,0.034045450676653335,ES,stopped_post,28.0,-303.13750000000255,-355.63750000000255,0,0,1,-1,1,-1,0,2,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,0,0,0,2,1,-1,0,0,1,-1,1,-1,1,-1,0,0,-1,1,0,0,1,-1,1,-1,1,-1,0,0,0,-1,0,-1,0,0,0,0,1,-1,0,0,-1,1,0,0,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,0,2,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,0,2,0,2,1,-1,1,-1,1,-1,1,0,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,1,-1,1,-1,-1,1,0,0,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,0,0,0,2,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,0,0,-1,1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,0,0,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,0,0,1,-1,1,-1
